37   autre côté                    ot ko-te                      de l' autre côté parce
42   autre côté                    ot ko-te                      de l' autre côté !
73   descendre de                  de-s@d d2                     veux pas descendre de la
132  rentre là                     R@t la                        regarde il rentre là .
147  rentre pas                    R@t pa                        vois ça rentre pas là
148  rentre là                     R@t la                        oui ça rentre là .
177  rentre mieux                  R@t mj2                       non ça rentre mieux d(e) ce
194  être là                       Et la                         droit d' être là !
212  prendre la                    pR@d la                       tu vas prendre la poupée ?
253  rentres toi                   R@t twa                       tu rentres toi là d(e)dans ?
310  mettre le                     mEt l2                        on va mettre le toit
336  être dessous                  Et d°-su                      il doit être dessous !
372  être chez                     Et Se                         ils doivent être chez papi .
564  montres comment               m§t ko-m@                     tu me montres comment ça marche
880  être pas                      Et pa                         faut p(eu)t être pas trop mett(r)e
924  mettre devant                 mEt d°-v@                     vas l(e) mettre devant ?
1108 stable ça                     stab sa                       pas très stable ça #
63393autre côté                    ot ko-te                      de l' autre côté de
63406peut-être qu'                 p2-tEt k                      oh peut-être qu' elle peuvent s'
63413autre tableau                 ot ta-blo                     dans un autre tableau .
63430peut-être qu'                 p2-tEt k                      peut-être qu' il fait un peu
63447être fatiguée                 Et fa-ti-ge                   elle devait être fatiguée .
63457peut-être qu'                 p2-tEt k                      dit ben peut-être qu' elle
63478livre qui                     liv ki                        est un livre qui ,
63531être contente                 Et k§-t@t                     ne pas être contente là
63532livre qu'                     liv k                         abîmer un livre qu' on
63538ouvre comme                   uv kOm                        , l' ouvre comme ça
63558mettre les                    mEt lez                       d' abord mettre les oeufs
63558autre récipient               ot Re-si-pj@                  dans un autre récipient .
63561peut-être plutôt              p2-tEt ply-to                 on va peut-être plutôt .
63566mettre deux                   mEt d2                        il fallait mettre deux cents
63574mettre ça                     mEt sa                        on va mettre ça là
63574mettre de                     mEt d2                        on va mettre de la
63589être plus                     Et ply                        ça va être plus simple .
63601mettre le                     mEt l2                        on va mettre le sel
63610mettre les                    mEt lez                       on va mettre les oeufs
63622mettre des                    mEt de                        puis de mettre des plein
63627rentrent tombent              R@t t§b                       les coquilles rentrent tombent dans
63647sucre dedans                  syk d°-d@                     peu d(e) sucre dedans .
63681ouvre comme                   uv kOm                        j' ouvre comme ça , avec
63721attendre parce                a-t@d paRs                    vas m' attendre parce que
63729sucre puis                    syk p8i                       ajouter le sucre puis le #
63757mettre Marie                  mEt ma-Ri                     encore en mettre Marie .
63774sucre pour                    syk puR                       gâteau au sucre pour patienter
63826mettre la                     mEt la                        mettre la farine dans le saladier
63828sucre puis                    syk p8i                       ajouter le sucre puis le lait
63833mettre ça                     mEt sa                        j(e) vais mettre ça là .
63836mettre la                     mEt la                        mettre la pâte dans le moule
63858contre là                     k§t la                        par contre là faudrait plus étaler
63908être trop                     Et tRo                        commence à être trop chaud
64083autre dans                    ot d@                         trouver une autre dans le
64110prendre le                    pR@d l2                       va bientôt prendre le bain
64181entendre les                  @-t@d le                      va même entendre les voisins
64366être marrant                  Et ma-R@                      va pas être marrant .
64371être facile                   Et fa-sil                     ça va être facile ça !
64431montre comment                m§t ko-m@                     j(e) te montre comment ça
64481quatre quatre                 kat katR                      un gros quatre quatre avec
64493table rase                    tab Raz                       tu fais table rase ?
64558montre ça                     m§t sa                        j(e) t(e) montre ça comment
64559mettre debout                 mEt d°-bu                     faut s(e) mettre debout .
64569être compliqué                Et k§-pli-ke                  ça va être compliqué ça
64593livres pour                   liv puR                       commander des livres pour Noël
64657feutres qui                   f2t ki                        est les feutres qui t'
64662apprendre la                  a-pR@d la                     va falloir apprendre la persévérance hein
64762mettre là                     mEt la                        va le mettre là .
64936montres ton                   m§t t§                        tu m(e) montres ton cou ?
64939montre moi                    m§t mwa                       montre moi ton cou !
64940montre moi                    m§t mwa                       montre moi ton petit cou !
64941montre moi                    m§t mwa                       montre moi ton petit cou !
64942montre le                     m§t l2                        montre le moi !
65000prendre c(el)ui               pR@d s8i                      # prendre c(el)ui là .
65071montres d'                    m§t d                         m' en montres d' autres
65175autre chose                   ot Soz                        joue à autre chose d'
65181autre sens                    ot s@s                        dans l' autre sens plutôt .
65196mettre tout                   mEt tut                       veux le mettre tout en
65198mettre tout                   mEt tut                       va l(e) mettre tout en
65221livre que                     liv k2                        est le livre que tu
65312être dans                     Et d@                         y doit être dans ta chambre
65312chambre Jean                  S@b Z@                        dans ta chambre Jean .
65390peut-être ranger              p2-tEt R@-Ze                  on va peut-être ranger tout
65446notre jeu                     nOt Z2                        notre jeu préféré c' est de
65505notre jeu                     nOt Z2                        notre jeu préféré c' est de
65590ressemble pas                 R°-s@b pa                     cochon i(l) ressemble pas à
65715mettre de                     mEt d2                        pour ce mettre de la
65843livres là                     liv la                        regardes comme livres là ?
65859livre pour                    liv puR                       lire le livre pour Nathan
65918livre Jean                    liv Z@                        pas son livre Jean .
66019ensemble Nathan               @-s@b na-t@                   ensemble Nathan .
66057livre mon                     liv m§                        envers le livre mon Nanou
66226montres comme                 m§t kOm                       tu me montres comme tu l(e)à
66403être dans                     Et d@                         p(eu)t être dans ta chambre ?
66438table pour                    tab puR                       mets la table pour toi
66443autre côté                    ot ko-te                      d(e) l' autre côté mon
66472table parce                   tab paRs                      faire à table parce que
66516chambre viens                 S@b vj5                       dans la chambre viens .
66531prendre ça                    pR@d sa                       j(e) vais prendre ça aussi
66602livre si                      liv si                        lire un livre si tu
66644livre ça                      liv sa                        un vieux livre ça !
66652mettre là                     mEt la                        faut l(e) mettre là .
66689mettre toutes                 mEt tut                       obligé de mettre toutes les
66707mettre bien                   mEt bj5                       faut la mettre bien ,
66726peut-être qu'                 p2-tEt k                      peut-être qu' i(l) y aura d(e)
66726autre côté                    ot ko-te                      d(e) l' autre côté !
66742mettre tout                   mEt tu                        d(e) la mettre tout seul
66764autre cassette                ot ka-sEt                     veux une autre cassette .
66783livre toi                     liv twa                       le grand livre toi !
66845puzzle chouette               p9z SwEt                      an des puzzle chouette !
66869être quelque                  Et kElk                       i(l) doit être quelque part
66875mettre les                    mEt le                        pas , mettre les voitures
66897être ranger                   Et R@-Ze                      va p(eu)t être ranger un
66898être non                      Et n§                         peu p(eu)t être non !
66902puzzle mon                    p9z m§                        , le puzzle mon Nanou
66921quatre cinq                   kat s5k                       deux trois quatre cinq six
66935autres non                    ot n§                         pas les autres non plus
67072mettre par                    mEt paR                       de tout mettre par terre
67096désordre systématique         de-zORd sis-te-ma-tik         de désordre systématique .
67431montres tes                   m§t te                        tu lui montres tes jolis poissons
67657pauvre livre                  pov livR                      , ce pauvre livre tout
67657livre tout                    liv tu                        ce pauvre livre tout déglingué
67688autre chose                   ot Soz                        vas faire autre chose !
67817attendre dans                 a-t@d d@                      aller l' attendre dans la
67817attendre dans                 a-t@d d@                      aller l' attendre dans ta
67819mettre des                    mEt de                        pas à mettre des tartes
67846chambre de                    S@b d2                        dans la chambre de Jean
67933attendre papa                 a-t@d pa-pa                   on va attendre papa .
67943mettre dans                   mEt d@                        va s(e) mettre dans la
67943chambre de                    S@b d2                        dans la chambre de Jean
68045livre de                      liv d2                        le livre de la lune .
68062rendre visite                 R@d vi-zit                    viennent lui rendre visite .
68197vivre ta                      viv ta                        tu vas vivre ta vie
68198être terriblement             Et tE-Ri-bl°-m@               elle va être terriblement triste
68216autre petit                   ot p°-ti                      un autre petit bout ?
68258livre pour                    liv puR                       est un livre pour toi
68314être lui                      Et l8i                        est p(eu)t être lui .
68351autre jour                    ot ZuR                        d(e)puis l' autre jour .
68443formidable non                fOR-mi-dab n§                 c' est formidable non ?
68444autre derrière                ot dE-RjER                    et l' autre derrière toi ?
68445autre qui                     ot ki                         attrapes l' autre qui est
68582mettre le                     mEt l2                        est pour mettre le sale
68590autre si                      ot si                         donne un autre si tu
68664être connue                   Et ko-ny                      commence à être connue .
68671article dans                  aR-tik d@                     eu un article dans la
68677prendre d(e)                  pR@d d                        ça va prendre d(e) la valeur
68737être bien                     Et bj5                        de s' être bien passé
68826chèvre fait                   SEv fE                        ma chèvre fait .
68860remettre la                   R°-mEt la                     j(e) vais remettre la poubelle
69010chambre de                    S@b d2                        dans la chambre de Jean
69153ensemble Nanou                @-s@b na-nu                   les mets ensemble Nanou ?
69215ressemble mais                R°-s@b mE                     ça y ressemble mais s'
69250autre d'                      ot d                          finisse l' autre d' abord
69251autre peut-être               ot p2-tEtR                    finit l' autre peut-être ?
69283livres comme                  liv kOm                       pas les livres comme ça
69285livres d'                     liv d                         avait des livres d' images
69286livres d'                     liv d                         sais le livres d' images
69292ouvre ton                     uv t§                         ouvre ton placard et tu .
69322être par                      Et paR                        ça doit être par là
69349autre qui                     ot ki                         et l' autre qui a
69395montre moi                    m§t mwa                       montre moi .
69410livre d                       liv de                        chercher le livre d ela
69412être dans                     Et d@                         i(l) doit être dans sa chambre
69432offre le                      Of l2                         j(e) m' offre le champagne
69484montre moi                    m§t mwa                       montre moi .
69486montre moi                    m§t mwa                       montre moi Nanou ce que tu
69508livres qui                    liv ki                        tous ces livres qui existent
69549autre bout                    ot bu                         avec l' autre bout mon Nanou
69696mettre ses                    mEt se                        Nanou d(e) mettre ses jambes
69740descendre c'                  de-s@d s'                     tu veux descendre c' est ça
69749peut-être que                 p2-tEt k2                     mais , peut-être que ça
69777être te                       Et t2                         peux p(eu)t être te laisser
69788prendre pendant               pR@d p@-d@                    pas te prendre pendant que
69861livre de                      liv d2                        est le livre de Chloé
69882obstacles là                  Op-stak la                    trop d' obstacles là hein
69884mettre là                     mEt la                        va l(e) mettre là ce
69903montre moi                    m§t mwa                       montre moi ça !
69945mettre du                     mEt dy                        on va mettre du lait .
70003table si                      tab si                        sur la table si tu
70170ouvres tu                     uv ty                         tu l' ouvres tu vas
70230éteindre le                   e-t5d l2                      j(e) vais éteindre le four .
70316livre j(e)                    liv Z                         rach(e)ter c(e) livre j(e) crois
70394jongles déjà                  Z§g de-Za                     tu jongles déjà avec la balle
70509rentre pas                    R@t pa                        ça rentre pas tu vois .
70518autre livre                   ot livR                       un autre livre ?
70527loutre qui                    lut ki                        , une loutre qui prend
70563mettre debout                 mEt d°-bu                     faut t(e) mettre debout mon
70579remettre debout               R°-mEt d°-bu                  faut s(e) remettre debout !
70611peut-être dans                p2-tEt d@                     peut-être dans la chambre de papa
70611chambre de                    S@b d2                        dans la chambre de papa
70652monstre qui                   m§st ki                       regarde le monstre qui l'
70686mettre mes                    mEt me                        j(e) vais mettre mes chaussons
70705être la                       Et la                         ça va être la cata(strophe)
70716arbre tout                    aRb tu                        , cet arbre tout raplapla
70741mettre p(eu)t                 mEt pt                        même te mettre p(eu)t être
70752quatre cinq                   kat s5k                       quatre cinq .
70767rentre pas                    R@t pa                        ça rentre pas ?
70829mettre dans                   mEt d@                        pas s(e) mettre dans c(e)t
70932mettre dans                   mEt d@                        pas s(e) mettre dans des
70949propre là                     pROp la                       , tout propre là bas
70970mettre ça                     mEt sa                        on va mettre ça à la
70972ouvres la                     uv la                         tu m' ouvres la poubelle ?
71087arbre de                      aRb d2                        voir l' arbre de Noël
71095autre jour                    ot ZuR                        l' autre jour à l' école
71103terrible que                  tE-Rib k2                     est si terrible que ça
71107quatre juillet                kat Z8i-jE                    le vingt quatre juillet .
71110quatre juillet                kat Z8i-jE                    le vingt quatre juillet les
71149mettre ça                     mEt sa                        train d(e) mettre ça là
71239chambre Nanou                 S@b na-nu                     dans la chambre Nanou ?
71251insatiable de                 5-sa-sjab d2                  t(u) es insatiable de livres toi
71251livres toi                    liv twa                       insatiable de livres toi .
71278être faire                    Et fER                        va p(eu)t être faire comme
71484montre moi                    m§t mwa                       alors montre moi comment tu les
71487autre pied                    ot pje                        sur l' autre pied .
71488autre pied                    ot pje                        essaie l' autre pied nanu .
71493autre l'                      ot l                          non l' autre l' autre pied
71493autre pied                    ot pje                        autre l' autre pied .
71498montre moi                    m§t mwa                       allez montre moi .
71519mettre sur                    mEt syR                       va se mettre sur le
71554montres le                    m§t l2                        m(e) l(e) montres le feutre
71554feutre vert                   f2t vER                       montres le feutre vert .
71562ensemble si                   @-s@b si                      le faire ensemble si tu
71581montre moi                    m§t mwa                       montre moi ce que tu sais
71603autres tu                     ot ty                         non les autres tu (ne)
71639remettre ça                   R°-mEt sa                     bien , remettre ça en
71792mettre là                     mEt la                        viens t(e) mettre là au frais
71795mettre dans                   mEt d@                        vais t(e) mettre dans ta
71800feutres pour                  f2t puR                       chercher les feutres pour dessiner
71846rendre malade                 R@d ma-lad                    pas s(e) rendre malade avec
71891mettre les                    mEt le                        idée d(e) mettre les feutres
71921livre tous                    liv tu                        chercher un livre tous les
71935livre d'                      liv d                         chercher le livre d' arc
71937livre d'                      liv d                         chercher le livre d' arc
71984autre Nathan                  ot na-t@                      prenne un autre Nathan ?
71987autres livres                 ot livR                       a d' autres livres là
71987livres là                     liv la                        d' autres livres là .
71996tricycle de                   tRi-sik d2                    un petit tricycle de mhm ,
72029montres l'                    m§t l                         tu m(e) montres l' autre
72029autre ballon                  ot ba-l§                      montres l' autre ballon .
72031autre ballon                  ot ba-l§                      est un autre ballon .
72145être bien                     Et bj5                        ça doit être bien d(e)
72201ensemble cette                @-s@b sEt                     la fait ensemble cette montagne
72234mettre le                     mEt l2                        on va mettre le bouchon .
72238peut-être quand               p2-tEt k@                     frais là peut-être quand même
72245autres jouets                 ot ZwE                        encore d' autres jouets ?
72317livres de                     liv d2                        tous les livres de Nathan
72359moufles tu                    muf ty                        plutôt des moufles tu vois
72422prendre d'                    pR@d d                        à les prendre d' ailleurs
72553montre moi                    m§t mwa                       montre moi !
72610être vers                     Et vER                        ça doit être vers #
72640arbres ça                     aRb sa                        est des arbres ça .
72953prendre les                   pR@d le                       on va prendre les fõfõ
73064autre pied                    ot pje                        est l' autre pied Nanou
73065autre pied                    ot pje                        est l' autre pied ,
73065autre pied                    ot pje                        , l' autre pied ,
73065autre pied                    ot pje                        , l' autre pied .
73093autre chose                   ot Soz                        jouer à autre chose .
73094autre chose                   ot Soz                        jouer à autre chose .
73146litre de                      lit d2                        combien de litre de pipi
73150prendre cette                 pR@d sEt                      aime bien prendre cette couche
73181autre fois                    ot fwa                        une autre fois alors .
73218être bien                     Et bj5                        dois pas être bien là
73297rentre dans                   R@t d@                        i(l) rentre dans le trou du
73476mettre la                     mEt la                        on va mettre la couche
73478mettre la                     mEt la                        on va mettre la couche
73481mettre la                     mEt la                        laisse moi mettre la couche
73481mettre la                     mEt la                        laisse moi mettre la couche
73534pauvre Nanou                  pov na-nu                     oh pauvre Nanou , pauvre Nanou
73534pauvre Nanou                  pov na-nu                     Nanou , pauvre Nanou qui
73549prendre tout                  pR@d tu                       veux la prendre tout seul
73687propre du                     pROp dy                       ta couche propre du matin
73730mettre les                    mEt le                        on va mettre les chausssettes et
73750mettre les                    mEt le                        jouer va mettre les chaussures
73751mettre les                    mEt le                        tu viens mettre les chaussettes
73797montre moi                    m§t mwa                       montre moi .
73799livres qu'                    liv k                         compliqué des livres qu' on
73805livres pour                   liv puR                       est les livres pour toi
73833prendre de                    pR@d d2                       veut pas prendre de bain
73842tigre tu                      tig ty                        dit petit tigre tu as
73844tigre l'                      tig l                         alors maman tigre l' attrape par
73850tigre n'                      tig n                         mais petit tigre n' est pas
73872prendre le                    pR@d l2                       heure de prendre le bain
73875prendre le                    pR@d l2                       veut pas prendre le bain
73899tigre d'                      tig d                         et petit tigre d' un seul
73909autre le                      ot l2                         dit l' autre le paon
73934être moi                      Et mwa                        peut pas être moi .
73946être tout                     Et tu                         i(l) va être tout propre
73980mettre dans                   mEt d@                        j(e) vais mettre dans l(e)
73983mettre petit                  mEt p°-ti                     prêt à mettre petit pas
74071montre moi                    m§t mwa                       montre moi .
74094mettre partout                mEt paR-tu                    peut en mettre partout .
74111ouvres tu                     uv ty                         tu les ouvres tu vas
74111mettre du                     mEt dy                        tu vas mettre du rouge
74589autre d'                      ot d                          pose l' autre d' abord !
74639autre Nanou                   ot na-nu                      en un autre Nanou !
74685rendre compte                 R@d k§t                       s' en rendre compte .
74686tigre tu                      tig ty                        lui petit tigre tu as
74688tigre l'                      tig l                         quand maman tigre l' attrape
74690tigre n'                      tig n                         mais petit tigre n' est pas
74708tigre tout                    tig tut                       crie petit tigre tout en
74717notre jeu                     nOt Z2                        notre jeu préféré c' est de
74735autre jour                    ot ZuR                        vu l' autre jour .
74807montre moi                    m§t mwa                       montre moi !
74809montre moi                    m§t mwa                       montre moi !
74810montre moi                    m§t mwa                       montre moi Nanou !
74899mettre ça                     mEt sa                        faut bien mettre ça là .
74967ensemble des                  @-s@b de                      on fasse ensemble des dessins
74978feutres sont                  f2t s§                        alors les feutres sont là .
75001être tout                     Et tu                         elle peut être tout ça la
75015feutre là                     f2t la                        , ce feutre là ?
75017autre qui                     ot ki                         trouver un autre qui marche
75024prendre le                    pR@d l2                       va aller prendre le bain
75025prendre le                    pR@d l2                       va aller prendre le bain
75035prendre le                    pR@d l2                       on va prendre le bain
75036prendre le                    pR@d l2                       si faut prendre le bain
75044prendre le                    pR@d l2                       va aller prendre le bain
75065ouvres la                     uv la                         tu m' ouvres la porte Jean
75071autre jour                    ot ZuR                        regarde l' autre jour j'
75090autre chose                   ot Soz                        t(e) montrer autre chose .
75095chambre non                   S@b n§                        dans ta chambre non ?
75120prendre c(el)ui               pR@d s8i                      on va prendre c(el)ui là .
75122chambre nan                   S@b n@                        dans ta chambre nan !
75129mettre les                    mEt le                        vois faut mettre les boules
75167autres jeux                   ot Z2                         plein d' autres jeux Jean
75243prendre le                    pR@d l2                       aller , prendre le bain
75364prendre le                    pR@d l2                       on va prendre le bain aujourd'hui
75390prendre le                    pR@d l2                       on va prendre le bain
75519prendre la                    pR@d la                       si faut prendre la voiture
75534autre bras                    ot bRa                        , l' autre bras .
75535autre bras                    ot bRa                        l' autre bras !
75539propres les                   pROp le                       elles sont propres les mains
75540propres tes                   pROp te                       sont pas propres tes mains
75764entre nous                    @t nu                         la différence entre nous et
75869autre tartine                 ot taR-tin                    fais une autre tartine ?
75891agréable ce                   a-gRe-ab s2                   est pas agréable ce bruit
75892agréable ce                   a-gRe-ab s2                   est pas agréable ce bruit
75932table quoi                    tab kwa                       sur la table quoi .
75948descendre Nathan              de-s@d na-t@                  tu veux descendre Nathan .
75952ensemble tu                   @-s@b ty                      va dessiner ensemble tu veux
75958mettre ses                    mEt se                        va lui mettre ses feutres
76004mettre partout                mEt paR-tu                    vas en mettre partout .
76032remettre le                   R°-mEt l2                     faut remettre le bouchon après hein
76041autre petit                   ot p°-ti                      fasse un autre petit rond
76087mettre le                     mEt l2                        oublié de mettre le bouchon
76180être du                       Et dy                         ça pourrait être du John
76345mettre partout                mEt paR-tu                    t' en mettre partout mon
76468livres de                     liv d2                        veux le livres de petit
76479remettre de                   R°-mEt d2                     on va remettre de la
76547pauvre chou                   pov Su                        oh pauvre chou va .
76629lettre se                     lEt s2                        est la lettre se .
76636mettre les                    mEt le                        i(l) faut mettre les chaussettes
76657mettre du                     mEt dy                        réussi à mettre du feutre
76657feutre mais                   f2t mE                        mettre du feutre mais alors
76668mettre ces                    mEt se                        va pas mettre ces chaussures
76680mettre ces                    mEt se                        va pas mettre ces chaussures
76681mettre celle                  mEt sEl                       va pas mettre celle là
76689mettre les                    mEt le                        viens mettre les chaussures .
76698mettre les                    mEt le                        viens ici mettre les chaussures .
76701mettre celle                  mEt sEl                       on va mettre celle là .
76837mettre les                    mEt le                        tu veux mettre les chaussures
76840être dans                     Et d@                         tu voudrais être dans ses baskets
76931ronfles moins                 R§f mw5                       tu ronfles moins .
77015être pas                      Et pa                         a p(eu)t être pas assez
77047feutre que                    f2t k2                        encore un feutre que vous
77130puzzle sinon                  p9z si-n§                     faire son puzzle sinon Nanou
77244feutres qui                   f2t ki                        tous ces feutres qui sont pas
77260couvercle de                  ku-vERk d2                    mis l(e) couvercle de ça
77288autres grands                 ot gR@                        où les autres grands ?
77289être dans                     Et d@                         s doivent être dans la
77289chambre de                    S@b d2                        dans la chambre de Jean
77303mettre là                     mEt la                        veux le mettre là ?
77327mettre ça                     mEt sa                        tu d(e)vrais mettre ça .
77348terrible ma                   tE-Rib ma                     est pas terrible ma bête
77380autre bras                    ot bRa                        et un autre bras hop !
77417prendre ton                   pR@d t§n                      peine de prendre ton air
77489ensemble tu                   @-s@b ty                      un livre ensemble tu veux
77490ensemble le                   @-s@b l2                      on lit ensemble le livre
77545être sûr                      Et syR                        avant d' être sûr hein
77591incroyable ce                 5k-Rwa-jab s2                 c' est incroyable ce p(e)tit
77647ouvre la                      uv la                         Georges ouvre la bouche et fait
77657ventre dans                   v@t d@                        dans le ventre dans la
77657ventre de                     v@t d2                        et le ventre de Georges
77676ventre de                     v@t d2                        interieur du ventre de Georges
77679ventre de                     v@t d2                        fond du ventre de Georges
77682ventre de                     v@t d2                        fond du ventre de Georges
77691ouvre la                      uv la                         alors Georges ouvre la bouche et
77728répondre Jean                 Re-p§d Z@                     laisse le répondre Jean .
77745autre train                   ot tR5                        faire un autre train .
77746autre train                   ot tR5                        un autre train avec d' aut(res)
77773être bloqué                   Et blo-ke                     tu vas être bloqué .
77828notre train                   nOt tR5                       va bloquer notre train alors
77943rentre dedans                 R@t d°-d@                     on s(e) rentre dedans .
77959descendre ton                 de-s@d t§                     fais descendre ton train !
78034livre mon                     liv m§                        lise un livre mon Nanou
78043rentre sur                    R@t syR                       le train rentre sur le
78096feutre Nanou                  f2t na-nu                     donner son feutre Nanou .
78118livre des                     liv de                        le livre des pompiers ?
78143montre moi                    m§t mwa                       montre moi Nanou !
78196meubles sont                  m9b s§                        tous les meubles sont mouillés .
78258feutres de                    f2t d2                        auras des feutres de toutes
78305être bon                      Et b§                         ça va être bon .
78316autre touche                  ot tuS                        sur une autre touche !
78362autre chose                   ot Soz                        tu veux autre chose ?
78404prendre le                    pR@d l2                       heure de prendre le bain
78443mettre de                     mEt d2                        tu vas mettre de l'
78469autre jour                    ot ZuR                        bain l' autre jour ?
78473autre jour                    ot ZuR                        tête l' autre jour dans
78504livre de                      liv d2                        lise le livre de papa
78505livre de                      liv d2                        lire le livre de papa
78507livre de                      liv d2                        est le livre de mon
78584formidable joueur             fOR-mi-dab Zw9R               est un formidable joueur de
78606autre livre                   ot livR                       hop un autre livre .
78642arbre vert                    aRb vER                       dans l' arbre vert ?
78665être facile                   Et fa-sil                     il va être facile à trouver
78677autre livre                   ot livR                       veux un autre livre .
78696notre jeu                     nOt Z2                        notre jeu préféré c' est ne
78787mettre là                     mEt la                        tu veux mettre là ?
78808prendre le                    pR@d l2                       laisse moi prendre le disque
78898autre qu'                     ot k                          on l' autre qu' on
78898autre fois                    ot fwa                        pris l' autre fois ?
78936autre jour                    ot ZuR                        essayé l' autre jour .
78969ouvre vas                     uv vaz                        non ouvre vas y ?
78974ouvre là                      uv la                         ouvre , ouvre là , ouvre
78974ouvre là                      uv la                         là , ouvre là ouvre
78974ouvre les                     uv le                         ouvre là ouvre les ciseaux
79003descendre chez                de-s@d Se                     on va descendre chez alEksi
79013autre feuille                 ot f9j                        une autre feuille ?
79034ouvre d'                      uv d                          ouvre d' abord ?
79085ouvre Nanou                   uv na-nu                      ouvre , ouvre Nanou ?
79086ouvre mon                     uv m§                         ouvre mon Nanou ?
79114autre bras                    ot bRa                        fais un autre bras d'
79136mettre sur                    mEt syR                       de le mettre sur sa
79140autre couleur                 ot ku-l9R                     avec une autre couleur ?
79148mettre de                     mEt d2                        peut pas mettre de orange
79149contre je                     k§t Z2                        par contre je peux le surligner
79168descendre chez                de-s@d Se                     on va descendre chez Alexi
79174montre moi                    m§t mwa                       montre moi c' est pas c(e)
79175apprendre petit               a-pR@d p°-ti                  tu vas apprendre petit à
79410rentre du                     R@t dy                        , on rentre du boulot
79465contre qui                    k§t ki                        va r(e)garder contre qui i(ls)
79504mettre le                     mEt l2                        on va mettre le pyjama
79540mettre le                     mEt l2                        on va mettre le pyjama
79559être très                     Et tRE                        ça va être très très bon
79758mettre toi                    mEt twa                       tu veux mettre toi même les
79900autre chambre                 ot S@bR                       dans l' autre chambre parce
79900chambre parce                 S@b paRs                      l' autre chambre parce que
79921prendre du                    pR@d dy                       vas pouvoir prendre du rose
79939mettre la                     mEt la                        rien de mettre la peinture
79963mettre plein                  mEt pl5                       viens de mettre plein de
79964autre rond                    ot R§                         un autre rond .
80110autre côté                    ot ko-te                      de l' autre côté ,
80122autre feuille                 ot f9j                        donne une autre feuille .
80137autre feuille                 ot f9j                        voulait une autre feuille d'
80181montre moi                    m§t mwa                       montre moi .
80185autre feuille                 ot f9j                        veux une autre feuille ?
80250prendre la                    pR@d la                       on va prendre la cuillère
80299quatre pattes                 kat pat                       vite à quatre pattes .
80386puzzle j(e)                   p9z Z                         mon puzzle j(e) voulais le faire
80439autre chose                   ot Soz                        va faire autre chose !
80566mettre ça                     mEt sa                        on va mettre ça et le
80569être très                     Et tRE                        tu vas être très beau
80596pauvre Nanou                  pov na-nu                     ah pauvre Nanou il fait dodo
80606propres maintenant            pROp m5t-n@                   elles sont propres maintenant .
80612mettre les                    mEt lez                       on va mettre les habits
80616prendre le                    pR@d l2                       il faut prendre le train ?
80699autre train                   ot tR5                        est un autre train qui
80709contre le                     k§t l2                        non par contre le train bleu
80740lettres là                    lEt la                        écrit des lettres là ?
80741montre moi                    m§t mwa                       montre moi .
80761montre moi                    m§t mwa                       montre moi où est-ce que ,
80766autres lettres                ot lEtR                       voudrais d' autres lettres comme
80766lettres comme                 lEt kOm                       d' autres lettres comme ça
80767lettres comme                 lEt kOm                       avec des lettres comme ça
80790autre bout                    ot bu                         est l' autre bout d'
80807rentre pas                    R@t pa                        non ça rentre pas Nanou là
80892ensemble Nanou                @-s@b na-nu                   un livre ensemble Nanou ?
80893livre du                      liv dy                        lit le livre du train
80895livre du                      liv dy                        le livre du train .
81011propre le                     pROp l2                       voilà tout propre le nez !
81032zèbre dans                    zEb d@                        un petit zèbre dans son
81034notre petit                   nOt p°-ti                     mal à notre petit Zou
81037ventre ses                    v@t se                        son ventre ses pattes ses oreilles
81059notre ville                   nOt vil                       équipe de notre ville .
81087puzzle dans                   p9z d@                        ranger le puzzle dans la
81147entendre mon                  @-t@d m§n                     mieux t' entendre mon enfant
81151prendre mon                   pR@d m§n                      mieux te prendre mon enfant
81196puzzle là                     p9z la                        pièce de puzzle là s'
81198perdre sinon                  pERd si-n§                    va la perdre sinon .
81201désordre régnait              de-zORd Re-NE                 un grand désordre régnait dans la
81201chambre que                   S@b k2                        dans la chambre que c'
81234ventre du                     v@t dy                        fend le ventre du loup
81239ventre de                     v@t d2                        emplit le ventre de pierres
81265autre pile                    ot pil                        et une autre pile en d(e)ssous
81280remettre ça                   R°-mEt sa                     que faut remettre ça bien
81283mettre celui                  mEt sl8i                      on va mettre celui là
81287montre mon                    m§t m§                        mais j(e) montre mon bide
81318autre chose                   ot Soz                        c' est autre chose que
81341être roi                      Et Rwa                        voudrais déjà être roi .
81349être roi                      Et Rwa                        être roi .
81361être roi                      Et Rwa                        voudrais déjà être roi .
81368être roi                      Et Rwa                        voudrais déjà être roi .
81369être roi                      Et Rwa                        voudrais déjà être roi .
81370être roi                      Et Rwa                        voudrais déjà être roi .
81389être roi                      Et Rwa                        voudrais déjà être roi .
81399mettre sur                    mEt syR                       veux l(e) mettre sur l(e)
81404rentre ça                     R@t sa                        là ça rentre ça sort
81406être roi                      Et Rwa                        être roi .
81431montre lui                    m§t l8i                       montre lui et après on va
81512lettre vient                  lEt vj5                       d(e)mande quelle lettre vient après
81552être la                       Et la                         va pas être la même
81571lettre vient                  lEt vj5                       d(e)mande quelle lettre vient avant
81578lettre vient                  lEt vj5                       quelle lettre vient après le t
81703mettre son                    mEt s§                        i(l) va mettre son gant
81773ouvre la                      uv la                         ouvre la porte .
81790mettre là                     mEt la                        veux t(e) mettre là ?
